A,B,c,D,E,outcome
-1.303652069536425,-0.30945198447771505,0.5075581001510757,0.047560729236414974,-0.058751037402053924,0
-1.3450329289039185,-0.19003649675234674,0.23268042490545932,0.08959025893313353,-0.12779299638838576,0
2.1006161237872645,-0.2559790109188466,-0.5885166232874571,0.2904647673620285,0.09012802509635659,1
1.6329361953723334,-0.5090053134415891,-0.0471958714098709,0.20924017668938452,0.12427760108381616,0
0.9182599072602149,-0.8091806855103741,0.6364486875036443,0.1057360559119769,-0.009964690965802318,1
0.7780797323185459,-0.7705229353606899,0.6006272605294835,-0.033289502781581284,0.10183498224498974,1
-0.4818228625303268,-0.6618818108179517,0.9740680884851176,0.16526420540335865,-0.09749504300184338,1
-2.6753933464442063,-0.39686668085483506,1.4098965292152217,0.1542235600193939,-0.15141899589030697,0
-1.6637485942670953,-0.14062098598250525,0.20288181004885195,0.007845916256772879,-0.05509208984263153,1
3.769207617153953,-1.0657442945247655,-0.12678643494067277,0.024147765639984407,0.10906124244293164,1
0.6758487358453996,-0.005015404486322672,-1.3945776596110897,0.4883085385235278,-0.4293785329133913,0
-0.8854633363245046,-0.5334011005070299,0.8367068328984094,0.2227384662650511,-0.1649554472665977,0
3.230548012813997,-1.1519387099485798,0.35698112458938397,0.009781634206860724,0.14712757107557556,1
0.41903197787351804,-0.7144326770473608,0.7328902265024302,-0.0683935777925492,0.06471048254685949,1
5.632525631997749,-1.4380947381139824,-0.14262239774287597,-0.029022549891287632,0.24725716707304224,0
-1.8252597045081786,-0.014008574033344321,-0.03587830304201753,0.2658259451922069,-0.28654509914425075,0
5.421205434654593,9.393077481924399,0.19442996788996503,0.32879864284368404,-0.09010858434326056,1
-0.7178937206979404,0.1855740059726184,1.3257526503999588,-0.01435856839184934,-0.33283164848627755,0
2.685783021326072,-1.0154913015402987,0.28177528492171416,-0.014275597513037605,0.13081791125201772,0
0.04056931899627814,0.34484024223986703,-0.49586869263119815,-0.6927473835272179,0.33697006173084987,1
-0.00817103278860453,-0.2042590116103876,-0.4775832004405164,0.33668646728451623,-0.28291775072119735,0
-2.279511179200765,0.5033993367044708,-1.289244315535804,-0.7635933313975098,0.5536894812653123,1
-0.03493465817866247,-0.7145227601943058,1.1579662571370573,0.13435826761244,0.0926097549785169,1
-2.450902741847568,-0.09294652043640404,0.426585583604817,-0.06941351868970691,0.025085110826427365,0
-2.9967755998617203,0.05074578668751966,0.2916927983919989,-0.935085416859511,0.76352563570412,1
-0.05969714766350072,1.8132068668001406,0.5657040558718207,0.45631515391611477,0.8107449212022838,1
1.2511693949810636,-0.2142300779860212,-1.0247619398999779,0.2867807712193565,-0.22802067590219036,0
3.003276435367191,2.653421938088129,-3.6587466326146023,-1.5629139851356841,1.793025532507949,1
0.895744099638389,-0.6401056637268081,0.2304788778183259,0.10221612419449028,-0.015623767774727732,0
4.589310028776852,-1.193189374982766,-0.02227128207753746,-0.1888603438606455,0.215353657981292,1
-2.089618694814866,-0.5162776978243625,1.390012380212082,-0.11907069919406113,0.1152927741570387,0
0.5242090876382514,-0.8377941477649209,0.9208793997367851,0.0634401668809932,0.02211042823723045,1
3.573373237479525,0.22175573453060804,-3.251155164188189,-1.090763361122143,0.768161586472378,1
-2.909825083527288,0.6370397095235427,-1.3840119763610406,-0.8309016921631251,0.6074233127645275,0
2.3946126767384452,-0.7841603495898991,-0.03544576775673575,0.08009491615160708,0.06768500497498398,1
-0.28002087442970375,-0.8289053825903866,1.305674216995075,0.07191745543739617,0.00959477349354079,0
-3.0353419498817336,-0.2970464211506937,1.278278666366013,-0.1446893999982602,0.10549983217679719,1
2.9960413876180074,-0.9522231541565584,-0.002498482037534814,-0.00595285518843758,0.09792172149116106,1
0.6488244336206334,-0.5495141249561364,0.16306295740725277,0.12785476739645105,-0.07560971337412409,0
-1.9031684807135647,-0.010392198048467164,0.6156073143452362,0.29474301800433406,-0.09977982080576721,1
3.7561045899473124,-1.0684751413659845,-0.0544054938798309,0.018277410862581705,0.19139737111747865,1
-2.932707433983172,0.08580867590419244,0.21997633322348945,0.23683235791727136,-0.26823632442792994,0
